orf_name,miller,presnyak,geisberg,half_life
YGR124W,72.49,21.8,16.0,36.7633333333
YGR125W,10.61,,36.0,23.305
YGR127W,3.75,,57.0,30.375
YGR128C,13.42,3.8,8.0,8.40666666667
YGR129W,3.61,,11.0,7.305
YGR130C,7.31,,44.0,25.655
YGR131W,,,41.0,41.0
YGR132C,13.51,13.7,44.0,23.7366666667
YGR133W,,8.2,,8.2
YGR134W,5.68,7.0,32.0,14.8933333333
YGR135W,19.57,10.9,41.0,23.8233333333
YGR136W,9.87,,,9.87
YGR138C,7.38,11.5,54.0,24.2933333333
YGR140W,7.55,15.6,24.0,15.7166666667
YGR141W,11.37,,63.0,37.185
YGR142W,7.61,,49.0,28.305
YGR143W,9.53,6.4,51.0,22.31
YGR144W,,,56.0,56.0
YGR145W,16.04,6.2,9.0,10.4133333333
YGR146C,2.07,,,2.07
YGR146C-A,,,17.0,17.0
YGR147C,7.71,5.2,37.0,16.6366666667
YGR148C,29.33,25.7,13.0,22.6766666667
YGR149W,6.99,,77.0,41.995
YGR150C,,2.7,22.0,12.35
YGR152C,7.03,6.1,,6.565
YGR153W,,,31.0,31.0
YGR154C,,7.2,42.0,24.6
YGR155W,29.42,24.2,14.0,22.54
YGR156W,10.68,22.1,29.0,20.5933333333
YGR157W,32.0,15.8,15.0,20.9333333333
YGR158C,5.7,,14.0,9.85
YGR159C,21.81,2.8,11.0,11.87
YGR161C,2.85,,80.0,41.425
YGR161W-C,,,53.0,53.0
YGR162W,25.69,4.7,12.0,14.13
YGR163W,11.97,7.7,,9.835
YGR165W,7.48,3.7,29.0,13.3933333333
YGR166W,5.75,,38.0,21.875
YGR167W,29.59,17.3,39.0,28.63
YGR168C,8.02,,42.0,25.01
YGR169C,8.7,2.6,,5.65
YGR169C-A,,,11.0,11.0
YGR170W,7.99,8.0,43.0,19.6633333333
YGR171C,7.19,,22.0,14.595
YGR172C,20.11,4.6,34.0,19.57
YGR173W,16.36,5.7,11.0,11.02
YGR174C,15.64,6.0,46.0,22.5466666667
YGR174W-A,,,224.0,224.0
YGR175C,27.29,14.3,48.0,29.8633333333
YGR177C,6.34,3.6,27.0,12.3133333333
YGR178C,28.67,,42.0,35.335
YGR179C,2.54,4.6,31.0,12.7133333333
YGR180C,69.01,,54.0,61.505
YGR181W,16.41,7.9,30.0,18.1033333333
YGR183C,,13.8,76.0,44.9
YGR184C,12.44,,,12.44
YGR185C,38.65,29.1,30.0,32.5833333333
YGR186W,12.77,13.8,55.0,27.19
YGR187C,9.26,3.6,8.0,6.95333333333
YGR188C,,,15.0,15.0
YGR189C,13.55,7.5,41.0,20.6833333333
YGR191W,14.35,3.5,28.0,15.2833333333
YGR192C,58.85,,31.0,44.925
YGR193C,11.4,17.9,36.0,21.7666666667
YGR194C,8.68,21.4,67.0,32.36
YGR195W,10.93,4.9,20.0,11.9433333333
YGR196C,,6.6,31.0,18.8
YGR197C,11.53,,47.0,29.265
YGR198W,10.69,18.7,17.0,15.4633333333
YGR199W,12.03,,51.0,31.515
YGR200C,10.02,9.9,8.0,9.30666666667
YGR201C,53.57,,71.0,62.285
YGR202C,9.59,4.9,33.0,15.83
YGR203W,10.08,8.8,31.0,16.6266666667
YGR204W,44.96,40.7,40.0,41.8866666667
YGR205W,21.35,,42.0,31.675
YGR206W,9.88,11.5,31.0,17.46
YGR207C,16.46,11.0,47.0,24.82
YGR208W,16.89,3.6,30.0,16.83
YGR209C,27.19,,40.0,33.595
YGR210C,32.96,,22.0,27.48
YGR211W,11.54,,9.0,10.27
YGR212W,,,19.0,19.0
YGR213C,,,87.0,87.0
YGR214W,68.22,28.8,14.0,37.0066666667
YGR215W,3.72,7.8,41.0,17.5066666667
YGR216C,11.08,3.0,30.0,14.6933333333
YGR217W,11.91,7.3,33.0,17.4033333333
YGR218W,18.31,,43.0,30.655
YGR220C,10.31,6.7,30.0,15.67
YGR221C,,28.5,32.0,30.25
YGR222W,5.9,7.0,62.0,24.9666666667
YGR223C,8.04,6.2,46.0,20.08
YGR224W,,6.3,,6.3
YGR227W,9.22,4.0,39.0,17.4066666667
YGR229C,12.45,5.0,21.0,12.8166666667
YGR230W,8.74,4.0,23.0,11.9133333333
YGR231C,20.02,18.5,41.0,26.5066666667
YGR232W,33.27,13.9,47.0,31.39
YGR233C,9.96,5.1,41.0,18.6866666667
YGR234W,32.79,12.4,15.0,20.0633333333
YGR235C,8.86,8.4,42.0,19.7533333333
YGR236C,,,141.0,141.0
YGR237C,6.53,,46.0,26.265
YGR238C,8.21,10.4,40.0,19.5366666667
YGR239C,5.87,3.0,28.0,12.29
YGR240C,51.03,,29.0,40.015
YGR241C,10.63,7.8,,9.215
YGR244C,56.84,53.1,33.0,47.6466666667
YGR245C,12.83,6.9,6.0,8.57666666667
YGR246C,14.2,,30.0,22.1
YGR247W,14.17,,27.0,20.585
YGR249W,,,25.0,25.0
YGR250C,9.38,,49.0,29.19
YGR251W,4.55,2.7,14.0,7.08333333333
YGR252W,9.27,,31.0,20.135
YGR253C,19.06,12.5,36.0,22.52
YGR254W,85.46,43.0,28.0,52.1533333333
YGR255C,19.86,16.8,57.0,31.22
YGR256W,,,87.0,87.0
YGR257C,9.6,4.8,33.0,15.8
YGR258C,5.99,11.6,31.0,16.1966666667
YGR260W,24.25,3.6,14.0,13.95
YGR261C,20.27,6.9,27.0,18.0566666667
YGR262C,15.93,5.1,25.0,15.3433333333
YGR263C,18.58,11.0,24.0,17.86
YGR264C,36.12,35.2,15.0,28.7733333333
YGR266W,12.76,34.8,36.0,27.8533333333
YGR267C,20.67,15.7,41.0,25.79
YGR268C,7.08,32.1,41.0,26.7266666667
YGR270W,15.7,28.5,41.0,28.4
YGR271C-A,,2.0,8.0,5.0
YGR271W,8.68,43.7,37.0,29.7933333333
YGR274C,8.24,5.1,31.0,14.78
YGR275W,9.85,6.1,36.0,17.3166666667
YGR276C,17.71,6.2,25.0,16.3033333333
YGR277C,12.74,16.2,29.0,19.3133333333
YGR278W,5.16,4.8,28.0,12.6533333333
YGR279C,39.16,,48.0,43.58
YGR280C,9.89,4.7,8.0,7.53
YGR281W,11.15,,21.0,16.075
YGR282C,53.78,36.6,137.0,75.7933333333
YGR283C,3.79,4.9,,4.345
YGR284C,57.6,,52.0,54.8
YGR285C,57.25,56.4,22.0,45.2166666667
YGR286C,14.44,12.9,18.0,15.1133333333
YGR287C,,31.5,34.0,32.75
YGR288W,,12.9,,12.9
YGR289C,,,81.0,81.0
YGR294W,2.48,,102.0,52.24
YGR295C,22.23,14.9,66.0,34.3766666667
YHL001W,31.02,22.6,17.0,23.54
YHL002W,21.88,5.4,47.0,24.76
YHL003C,16.76,6.1,19.0,13.9533333333
YHL004W,3.75,4.4,32.0,13.3833333333
YHL006C,,2.4,29.0,15.7
YHL007C,9.43,5.5,30.0,14.9766666667
YHL008C,6.4,,33.0,19.7
YHL009C,6.45,3.1,16.0,8.51666666667
YHL010C,,18.2,34.0,26.1
YHL011C,24.7,5.5,17.0,15.7333333333
YHL013C,6.53,2.7,16.0,8.41
YHL014C,6.39,1.7,30.0,12.6966666667
YHL015W,26.47,22.1,16.0,21.5233333333
YHL016C,,12.0,41.0,26.5
YHL017W,13.2,,36.0,24.6
YHL019C,10.74,15.9,42.0,22.88
YHL020C,8.39,8.4,28.0,14.93
YHL021C,13.13,,126.0,69.565
YHL022C,,9.5,,9.5
YHL023C,9.79,6.9,29.0,15.23
YHL024W,,,47.0,47.0
YHL025W,8.39,,29.0,18.695
YHL026C,5.04,,14.0,9.52
YHL027W,10.34,6.6,59.0,25.3133333333
YHL028W,,9.1,98.0,53.55
YHL029C,4.79,,54.0,29.395
YHL030W,18.03,,33.0,25.515
YHL031C,6.16,10.9,33.0,16.6866666667
YHL032C,16.33,23.5,,19.915
YHL033C,43.53,18.9,17.0,26.4766666667
YHL034C,57.87,9.7,30.0,32.5233333333
YHL035C,6.92,,77.0,41.96
YHL036W,3.04,2.7,99.0,34.9133333333
YHL038C,,,27.0,27.0
YHL039W,15.37,5.2,11.0,10.5233333333
YHL040C,11.41,6.8,67.0,28.4033333333
YHL042W,,,45.0,45.0
YHL043W,,8.9,,8.9
YHL044W,,,36.0,36.0
YHL046C,2.31,,,2.31
YHL047C,9.51,8.6,48.0,22.0366666667
YHL048W,12.1,12.4,42.0,22.1666666667
YHL050C,6.44,,,6.44
YHR001W,14.87,14.4,50.0,26.4233333333
YHR001W-A,7.28,10.7,99.0,38.9933333333
YHR002W,,,45.0,45.0
YHR003C,9.42,6.8,21.0,12.4066666667
YHR004C,3.75,11.4,50.0,21.7166666667
YHR005C,9.75,6.3,40.0,18.6833333333
YHR005C-A,11.22,5.1,31.0,15.7733333333
YHR006W,4.87,8.4,46.0,19.7566666667
YHR007C,27.16,5.7,43.0,25.2866666667
YHR009C,17.16,,39.0,28.08
YHR010W,41.95,16.7,14.0,24.2166666667
YHR011W,5.36,2.5,31.0,12.9533333333
YHR012W,13.87,7.4,33.0,18.09
YHR013C,14.5,4.6,25.0,14.7
YHR015W,,,23.0,23.0
YHR016C,22.83,39.0,50.0,37.2766666667
YHR017W,9.64,10.1,33.0,17.58
YHR018C,21.56,7.3,43.0,23.9533333333
YHR019C,70.78,46.4,28.0,48.3933333333
YHR020W,44.37,20.5,14.0,26.29
YHR021C,27.93,31.6,15.0,24.8433333333
YHR022C,,,69.0,69.0
YHR023W,9.31,15.3,28.0,17.5366666667
YHR024C,10.86,7.7,30.0,16.1866666667
YHR025W,60.25,25.3,28.0,37.85
YHR026W,55.81,14.0,43.0,37.6033333333
YHR027C,26.88,,42.0,34.44
YHR028C,22.22,15.9,40.0,26.04
YHR029C,99.32,,29.0,64.16
YHR030C,8.85,4.6,34.0,15.8166666667
YHR031C,11.41,19.6,12.0,14.3366666667
YHR032W,,4.4,,4.4
YHR033W,,,55.0,55.0
YHR034C,9.55,5.8,12.0,9.11666666667
YHR036W,,4.6,,4.6
YHR037W,17.1,16.4,48.0,27.1666666667
YHR038W,4.35,4.7,27.0,12.0166666667
YHR039C,17.59,7.6,42.0,22.3966666667
YHR039C-A,24.24,17.2,36.0,25.8133333333
YHR040W,5.34,2.9,7.0,5.08
YHR041C,39.44,7.0,21.0,22.48
YHR042W,37.19,13.2,33.0,27.7966666667
YHR043C,35.74,53.9,33.0,40.88
YHR044C,21.09,,25.0,23.045
YHR045W,13.7,,22.0,17.85
YHR046C,7.66,,17.0,12.33
YHR047C,32.44,,43.0,37.72
YHR048W,,,16.0,16.0
YHR049W,63.33,,15.0,39.165
YHR050W,,6.3,30.0,18.15
YHR051W,14.6,15.2,48.0,25.9333333333
YHR052W,11.19,1.8,9.0,7.33
YHR054C,6.41,,,6.41
YHR056C,7.87,8.2,,8.035
YHR057C,16.33,14.6,46.0,25.6433333333
YHR058C,6.7,4.0,,5.35
YHR059W,,3.8,31.0,17.4
YHR060W,17.27,11.0,27.0,18.4233333333
YHR061C,2.17,4.4,31.0,12.5233333333
YHR062C,12.06,3.5,11.0,8.85333333333
YHR063C,30.03,15.7,28.0,24.5766666667
YHR064C,79.22,,18.0,48.61
YHR065C,10.77,4.5,13.0,9.42333333333
YHR066W,8.47,2.9,7.0,6.12333333333
YHR067W,12.83,7.6,,10.215
YHR068W,50.26,8.6,16.0,24.9533333333
YHR069C,6.06,3.4,15.0,8.15333333333
YHR070W,5.93,7.7,11.0,8.21
YHR071W,11.74,23.0,34.0,22.9133333333
YHR072W,41.12,5.5,33.0,26.54
YHR072W-A,,5.9,15.0,10.45
YHR073W,7.33,4.7,,6.015
YHR074W,36.37,22.4,38.0,32.2566666667
YHR075C,12.34,52.7,69.0,44.68
YHR076W,25.59,18.2,17.0,20.2633333333
YHR077C,10.43,,36.0,23.215
YHR078W,18.33,,33.0,25.665
YHR079C,5.19,7.8,28.0,13.6633333333
YHR080C,,4.8,31.0,17.9
YHR081W,9.79,4.4,11.0,8.39666666667
YHR082C,12.22,34.9,43.0,30.04
YHR083W,32.86,7.9,33.0,24.5866666667
YHR084W,9.56,2.2,38.0,16.5866666667
YHR085W,6.61,1.3,7.0,4.97
YHR086W,9.25,5.3,34.0,16.1833333333
YHR087W,,,229.0,229.0
YHR088W,8.41,5.8,22.0,12.07
YHR089C,20.87,3.1,10.0,11.3233333333
YHR090C,2.27,4.8,47.0,18.0233333333
YHR091C,5.16,4.9,,5.03
YHR092C,,,40.0,40.0
YHR094C,11.58,3.6,10.0,8.39333333333
YHR097C,4.72,,86.0,45.36
YHR098C,17.85,13.8,28.0,19.8833333333
YHR099W,9.21,22.0,41.0,24.07
YHR100C,18.87,7.3,31.0,19.0566666667
YHR101C,20.68,6.8,,13.74
YHR102W,6.73,,39.0,22.865
YHR103W,11.95,7.3,16.0,11.75
YHR104W,20.56,,,20.56
YHR106W,9.88,41.0,70.0,40.2933333333
YHR107C,15.97,11.1,19.0,15.3566666667
YHR108W,26.84,23.1,27.0,25.6466666667
YHR109W,,,21.0,21.0
YHR110W,20.42,10.9,48.0,26.44
YHR111W,6.05,10.6,38.0,18.2166666667
YHR112C,16.69,,52.0,34.345
YHR113W,37.22,22.8,32.0,30.6733333333
YHR114W,13.57,18.9,34.0,22.1566666667
YHR115C,13.6,13.1,38.0,21.5666666667
YHR116W,6.47,8.8,,7.635
YHR117W,25.22,16.2,21.0,20.8066666667
YHR118C,6.05,3.2,22.0,10.4166666667
YHR119W,8.01,4.4,22.0,11.47
YHR120W,7.63,6.0,40.0,17.8766666667
YHR121W,22.65,6.4,29.0,19.35
YHR122W,16.04,5.5,39.0,20.18
YHR123W,15.98,6.7,,11.34
YHR124W,,4.9,33.0,18.95
YHR127W,7.07,2.8,16.0,8.62333333333
YHR128W,24.99,6.2,19.0,16.73
YHR129C,8.9,5.4,15.0,9.76666666667
YHR132C,20.99,19.4,34.0,24.7966666667
YHR132W-A,10.91,5.9,34.0,16.9366666667
YHR133C,47.78,9.7,30.0,29.16
YHR134W,,5.2,21.0,13.1
YHR135C,13.61,5.7,42.0,20.4366666667
YHR136C,,,50.0,50.0
YHR137W,22.41,,34.0,28.205
YHR138C,14.37,22.2,163.0,66.5233333333
YHR139C,,,77.0,77.0
YHR140W,,,48.0,48.0
YHR141C,21.47,19.8,16.0,19.09
YHR142W,14.1,2.6,36.0,17.5666666667
YHR143W,7.49,7.2,30.0,14.8966666667
YHR143W-A,6.84,2.5,28.0,12.4466666667
YHR144C,10.16,1.8,13.0,8.32
YHR146W,22.5,26.2,28.0,25.5666666667
YHR147C,8.96,5.5,42.0,18.82
YHR148W,7.85,2.7,10.0,6.85
YHR149C,7.42,5.2,22.0,11.54
YHR150W,4.75,4.2,27.0,11.9833333333
YHR151C,5.16,5.0,34.0,14.72
YHR152W,6.34,17.1,27.0,16.8133333333
YHR153C,,4.0,17.0,10.5
YHR154W,12.16,20.9,25.0,19.3533333333
YHR155W,6.84,33.3,46.0,28.7133333333
YHR156C,5.0,,29.0,17.0
YHR157W,,,37.0,37.0
YHR158C,10.93,15.2,30.0,18.71
YHR159W,,,61.0,61.0
YHR161C,13.38,18.3,43.0,24.8933333333
YHR162W,20.91,6.3,36.0,21.07
YHR163W,35.83,17.5,46.0,33.11
YHR164C,6.31,,37.0,21.655
YHR165C,7.69,,42.0,24.845
YHR166C,,6.9,32.0,19.45
YHR167W,5.93,6.4,,6.165
YHR168W,,3.7,15.0,9.35
YHR169W,9.64,3.0,7.0,6.54666666667
YHR170W,19.9,3.6,9.0,10.8333333333
YHR171W,,14.6,57.0,35.8
YHR172W,,4.9,26.0,15.45
YHR174W,41.35,,15.0,28.175
YHR175W,15.14,,,15.14
YHR175W-A,,,177.0,177.0
YHR176W,,,23.0,23.0
YHR178W,,,36.0,36.0
YHR179W,45.49,,44.0,44.745
YHR181W,16.85,7.1,30.0,17.9833333333
YHR182W,,4.9,17.0,10.95
YHR183W,40.7,,,40.7
YHR184W,,1.1,11.0,6.05
YHR185C,,,11.0,11.0
YHR186C,11.97,11.8,44.0,22.59
YHR187W,8.97,2.9,31.0,14.29
YHR188C,24.57,17.8,27.0,23.1233333333
YHR189W,,10.6,,10.6
YHR190W,26.18,27.8,48.0,33.9933333333
YHR191C,10.56,,22.0,16.28
YHR192W,11.32,5.7,28.0,15.0066666667
YHR193C,34.24,22.9,23.0,26.7133333333
YHR194W,5.7,13.9,45.0,21.5333333333
YHR195W,7.42,10.1,,8.76
YHR196W,6.77,2.4,9.0,6.05666666667
YHR197W,9.54,4.8,6.0,6.78
YHR198C,5.02,7.4,46.0,19.4733333333
YHR199C,9.92,42.6,,26.26
YHR200W,20.13,10.2,32.0,20.7766666667
YHR201C,11.57,5.2,44.0,20.2566666667
YHR202W,,,27.0,27.0
YHR203C,49.36,25.6,14.0,29.6533333333
YHR204W,8.33,4.4,26.0,12.91
YHR205W,8.07,6.8,47.0,20.6233333333
YHR206W,8.69,2.4,26.0,12.3633333333
YHR207C,10.18,12.7,14.0,12.2933333333
YHR208W,27.66,8.6,11.0,15.7533333333
YHR209W,,14.9,42.0,28.45
YHR210C,,,62.0,62.0
YHR211W,6.02,,63.0,34.51
YHR214C-D,,,30.0,30.0
YHR215W,5.09,,29.0,17.045
YHR216W,32.99,36.8,10.0,26.5966666667
YIL001W,4.05,,26.0,15.025
YIL002C,15.0,14.5,37.0,22.1666666667
YIL002W-A,14.27,,40.0,27.135
YIL003W,29.67,5.1,32.0,22.2566666667
YIL004C,14.05,7.3,17.0,12.7833333333
YIL005W,12.32,3.3,31.0,15.54
YIL006W,3.06,7.1,68.0,26.0533333333
YIL007C,5.39,9.5,38.0,17.63
YIL008W,13.83,13.8,13.0,13.5433333333
YIL009C-A,9.34,7.1,41.0,19.1466666667
YIL009W,11.78,3.5,20.0,11.76
YIL010W,27.35,15.2,39.0,27.1833333333
YIL011W,26.41,,64.0,45.205
YIL013C,,36.2,43.0,39.6
YIL014C-A,27.56,,22.0,24.78
YIL014W,10.29,7.8,14.0,10.6966666667
YIL015W,11.65,7.0,51.0,23.2166666667
YIL016W,21.72,3.3,,12.51
YIL017C,,52.4,72.0,62.2
YIL018W,50.48,24.9,16.0,30.46
YIL019W,11.71,8.0,5.0,8.23666666667
YIL020C,18.97,4.6,,11.785
YIL021W,10.02,3.9,25.0,12.9733333333
YIL022W,9.52,5.0,22.0,12.1733333333
YIL023C,6.09,10.9,52.0,22.9966666667
YIL026C,9.44,26.4,32.0,22.6133333333
YIL027C,14.55,4.8,31.0,16.7833333333
YIL030C,18.85,7.5,36.0,20.7833333333
YIL031W,6.03,6.4,,6.215
YIL033C,13.72,12.4,46.0,24.04
YIL034C,22.37,23.1,,22.735
YIL035C,9.61,10.5,41.0,20.37
YIL036W,9.42,12.3,44.0,21.9066666667
YIL037C,,3.6,42.0,22.8
YIL038C,6.91,5.7,34.0,15.5366666667
YIL039W,22.24,10.2,27.0,19.8133333333
YIL040W,7.85,4.7,25.0,12.5166666667
YIL041W,21.75,32.2,41.0,31.65
YIL042C,3.51,7.8,,5.655
YIL043C,81.02,27.8,,54.41
YIL044C,14.51,4.7,36.0,18.4033333333
YIL045W,6.48,,52.0,29.24
YIL046W,6.17,,59.0,32.585
YIL047C,11.8,4.9,,8.35
YIL048W,11.53,16.3,41.0,22.9433333333
YIL049W,9.86,8.4,38.0,18.7533333333
YIL050W,5.56,4.6,34.0,14.72
YIL051C,32.26,27.3,32.0,30.52
YIL052C,27.96,21.8,14.0,21.2533333333
YIL053W,30.53,4.5,16.0,17.01
YIL054W,,,27.0,27.0
YIL055C,5.42,,71.0,38.21
YIL056W,6.25,7.9,33.0,15.7166666667
YIL061C,13.96,2.2,17.0,11.0533333333
YIL062C,20.11,17.3,43.0,26.8033333333
YIL063C,18.58,11.6,26.0,18.7266666667
YIL064W,18.2,5.2,7.0,10.1333333333
YIL065C,15.15,9.1,29.0,17.75
YIL066C,19.89,57.1,81.0,52.6633333333
YIL067C,11.83,,30.0,20.915
YIL068C,10.77,6.9,34.0,17.2233333333
YIL069C,23.3,6.3,14.0,14.5333333333
YIL070C,4.93,8.2,29.0,14.0433333333
YIL071C,,14.8,53.0,33.9
YIL073C,,20.8,,20.8
YIL074C,14.97,6.0,29.0,16.6566666667
YIL075C,16.65,,36.0,26.325
YIL076W,33.98,13.8,30.0,25.9266666667
YIL077C,3.18,,56.0,29.59
YIL078W,65.02,33.1,15.0,37.7066666667
YIL079C,8.29,1.8,10.0,6.69666666667
YIL083C,15.88,7.0,52.0,24.96
YIL084C,,7.2,14.0,10.6
YIL085C,10.27,8.1,,9.185
YIL087C,17.78,8.6,68.0,31.46
YIL088C,36.9,10.3,39.0,28.7333333333
YIL089W,,,28.0,28.0
YIL090W,10.04,3.3,32.0,15.1133333333
YIL091C,11.86,2.8,9.0,7.88666666667
YIL092W,,,16.0,16.0
YIL093C,7.7,4.8,,6.25
YIL094C,23.13,11.2,32.0,22.11
YIL095W,4.71,,33.0,18.855
YIL096C,12.82,,8.0,10.41
YIL097W,,,59.0,59.0
YIL098C,6.37,8.2,40.0,18.19
YIL099W,,,55.0,55.0
YIL101C,,,65.0,65.0
YIL102C-A,,,22.0,22.0
YIL103W,11.39,2.6,8.0,7.33
YIL104C,7.43,1.9,9.0,6.11
YIL105C,6.34,24.9,50.0,27.08
YIL106W,8.86,,33.0,20.93
YIL107C,13.18,40.1,57.0,36.76
YIL108W,12.72,20.3,43.0,25.34
YIL109C,29.28,31.7,35.0,31.9933333333
YIL110W,10.66,,12.0,11.33
YIL111W,19.92,17.3,81.0,39.4066666667
YIL112W,3.8,9.5,31.0,14.7666666667
YIL113W,,,129.0,129.0
YIL114C,20.79,7.4,28.0,18.73
YIL115C,17.82,26.9,32.0,25.5733333333
YIL116W,26.22,28.7,45.0,33.3066666667
YIL117C,7.6,15.9,44.0,22.5
YIL118W,10.41,3.6,30.0,14.67
YIL119C,3.76,,106.0,54.88
YIL120W,,18.0,23.0,20.5
YIL121W,30.31,32.4,,31.355
YIL122W,,3.3,34.0,18.65
YIL123W,52.99,,34.0,43.495
YIL124W,36.74,,49.0,42.87
YIL125W,27.82,30.0,58.0,38.6066666667
YIL126W,13.84,7.5,20.0,13.78
YIL127C,8.12,,8.0,8.06
YIL128W,7.59,,36.0,21.795
YIL129C,15.66,,53.0,34.33
YIL130W,5.71,5.8,29.0,13.5033333333
YIL131C,9.24,3.9,,6.57
YIL133C,37.9,10.4,14.0,20.7666666667
YIL134W,10.93,,28.0,19.465
YIL135C,5.96,12.3,43.0,20.42
YIL136W,,,155.0,155.0
YIL137C,24.52,,,24.52
YIL138C,12.76,20.2,38.0,23.6533333333
YIL139C,12.0,,10.0,11.0
YIL140W,8.95,7.6,40.0,18.85
YIL142W,20.93,11.1,29.0,20.3433333333
YIL143C,7.38,,86.0,46.69
YIL144W,4.58,13.1,47.0,21.56
YIL145C,9.77,5.3,31.0,15.3566666667
YIL146C,,,54.0,54.0
YIL147C,11.43,7.0,37.0,18.4766666667
YIL148W,26.77,20.9,17.0,21.5566666667
YIL149C,10.65,,30.0,20.325
YIL150C,,2.4,15.0,8.7
YIL151C,6.14,,38.0,22.07
YIL152W,7.01,,33.0,20.005
YIL153W,8.39,7.4,32.0,15.93
YIL154C,9.6,,40.0,24.8
YIL155C,7.19,,102.0,54.595
YIL156W,,7.4,36.0,21.7
YIL156W-B,,,42.0,42.0
YIL157C,15.33,13.5,40.0,22.9433333333
YIL158W,5.79,2.1,20.0,9.29666666667
YIL159W,7.1,,17.0,12.05
YIL161W,6.33,,22.0,14.165
YIL162W,29.09,16.5,31.0,25.53
YIL164C,6.89,5.4,,6.145
YIL165C,3.71,,47.0,25.355
YIL166C,,,17.0,17.0
YIL169C,59.57,,37.0,48.285
YIL176C,2.2,,,2.2
YIR001C,7.74,6.9,32.0,15.5466666667
YIR002C,11.27,15.2,35.0,20.49
YIR003W,13.19,16.6,48.0,25.93
YIR004W,11.21,4.7,35.0,16.97
YIR005W,,5.3,22.0,13.65
YIR006C,14.19,,28.0,21.095
YIR007W,,,47.0,47.0
YIR008C,8.28,3.3,27.0,12.86
YIR009W,,5.1,,5.1
YIR010W,7.08,6.3,32.0,15.1266666667
YIR011C,5.67,6.2,41.0,17.6233333333
YIR012W,17.19,6.9,17.0,13.6966666667
YIR013C,,,47.0,47.0
YIR015W,,8.0,,8.0
YIR016W,2.94,,41.0,21.97
YIR017C,,,136.0,136.0
YIR018W,4.45,12.8,34.0,17.0833333333
YIR019C,,,46.0,46.0
YIR021W,,3.4,,3.4
YIR022W,22.85,10.8,29.0,20.8833333333
YIR023W,6.93,4.2,32.0,14.3766666667
YIR024C,7.24,6.1,27.0,13.4466666667
YIR025W,,,31.0,31.0
YIR026C,19.27,7.9,6.0,11.0566666667
YIR027C,,,29.0,29.0
YIR028W,,15.8,22.0,18.9
YIR029W,,10.1,28.0,19.05
YIR030C,20.84,,32.0,26.42
YIR031C,1.86,28.8,24.0,18.22
YIR032C,,,30.0,30.0
YIR033W,10.51,10.4,22.0,14.3033333333
YIR034C,12.98,21.9,48.0,27.6266666667
YIR035C,15.96,,34.0,24.98
YIR036C,32.97,,49.0,40.985
YIR037W,55.84,44.0,53.0,50.9466666667
YIR038C,68.6,,101.0,84.8
YIR039C,,,96.0,96.0
YIR042C,,,29.0,29.0
YJL001W,18.23,10.6,48.0,25.61
YJL002C,39.18,13.0,40.0,30.7266666667
YJL003W,9.83,6.3,46.0,20.71
YJL004C,13.29,8.4,45.0,22.23
YJL005W,14.75,32.7,48.0,31.8166666667
YJL006C,2.25,1.7,27.0,10.3166666667
YJL008C,32.42,7.9,30.0,23.44
YJL010C,8.35,4.0,9.0,7.11666666667
YJL011C,6.51,2.6,10.0,6.37
YJL012C,24.11,11.9,42.0,26.0033333333
YJL013C,4.49,4.8,22.0,10.43
YJL014W,26.45,7.8,27.0,20.4166666667
YJL016W,8.54,,68.0,38.27
YJL019W,,6.6,,6.6
YJL020C,19.79,,39.0,29.395
YJL023C,6.61,,42.0,24.305
YJL024C,11.95,6.6,27.0,15.1833333333
YJL025W,5.02,3.1,11.0,6.37333333333
YJL026W,67.44,,47.0,57.22
YJL027C,,,59.0,59.0
YJL029C,7.01,6.5,34.0,15.8366666667
YJL030W,9.77,9.7,37.0,18.8233333333
YJL031C,7.82,7.9,26.0,13.9066666667
YJL033W,8.68,6.9,6.0,7.19333333333
YJL034W,42.15,,23.0,32.575
YJL035C,17.25,,35.0,26.125
YJL036W,6.41,11.6,59.0,25.67
YJL037W,,,33.0,33.0
YJL038C,,10.3,56.0,33.15
YJL039C,15.48,14.9,32.0,20.7933333333
YJL041W,24.29,,29.0,26.645
YJL042W,17.66,,55.0,36.33
YJL044C,12.23,5.4,22.0,13.21
YJL045W,,,34.0,34.0
YJL046W,8.56,,25.0,16.78
YJL047C,37.09,11.4,40.0,29.4966666667
YJL047C-A,20.48,,,20.48
YJL048C,4.22,13.4,79.0,32.2066666667
YJL049W,3.56,,44.0,23.78
YJL050W,15.82,7.4,6.0,9.74
YJL051W,8.42,7.2,32.0,15.8733333333
YJL052W,110.64,,112.0,111.32
YJL053W,3.97,15.4,43.0,20.79
YJL054W,13.08,4.5,26.0,14.5266666667
YJL055W,20.04,,44.0,32.02
YJL056C,,,72.0,72.0
YJL058C,6.88,,18.0,12.44
YJL059W,12.6,20.2,40.0,24.2666666667
YJL060W,28.12,,61.0,44.56
YJL061W,9.12,5.6,27.0,13.9066666667
YJL062W,16.94,7.5,30.0,18.1466666667
YJL062W-A,7.9,11.4,39.0,19.4333333333
YJL063C,10.03,4.9,24.0,12.9766666667
YJL065C,7.53,,,7.53
YJL066C,7.82,21.1,52.0,26.9733333333
YJL068C,52.28,,43.0,47.64
YJL069C,8.13,2.6,10.0,6.91
YJL070C,5.41,,53.0,29.205
YJL071W,12.12,5.0,41.0,19.3733333333
